round,agent_id,agent_type,bid_amount,private_value,won,utility
1,0,LLM,9.709,14.566925510413032,False,0.0
1,1,LLM,32.5,45.492700451402136,False,0.0
1,2,LLM,51.14,77.07838056590222,True,-25.93838056590222
1,3,Random,45.112406396811586,70.5513226934028,False,0.0
1,4,Random,2.821836472993177,73.19589730332558,False,0.0
1,5,Random,17.710620082950875,43.35144348954037,False,0.0
2,0,LLM,52.0,80.00204571334277,True,-28.002045713342767
2,1,LLM,50.0,53.29014146425713,False,0.0
2,2,LLM,4.008,8.015370917850195,False,0.0
2,3,Random,1.140355082906538,45.59458811835672,False,0.0
2,4,Random,3.334045371009364,4.7887516459941715,False,0.0
2,5,Random,50.56395063877212,93.29624000750505,False,0.0
3,0,LLM,63.5,94.70780060029439,True,-31.20780060029439
3,1,LLM,33.54,33.53507759400101,False,0.0
3,2,LLM,20.5,30.940592914003417,False,0.0
3,3,Random,21.12275079444723,76.80181487450804,False,0.0
3,4,Random,2.934359802120729,20.386952877685705,False,0.0
3,5,Random,15.383971227116826,17.846076295399126,False,0.0
4,0,LLM,9.43,18.85949141744855,False,0.0
4,1,LLM,0.0,34.70044536148173,False,0.0
4,2,LLM,58.5,62.63216391927974,True,-4.132163919279741
4,3,Random,21.502242715028135,96.33157837008632,False,0.0
4,4,Random,9.75175217545488,21.083399208685016,False,0.0
4,5,Random,16.891013656187823,95.61006461166511,False,0.0
5,0,LLM,48.5,55.539966580106906,False,0.0
5,1,LLM,72.5,90.11520429873923,True,-17.61520429873923
5,2,LLM,65.5,81.80181933574305,False,0.0
5,3,Random,11.814604517062799,16.042180997493382,False,0.0
5,4,Random,43.55917456307092,64.8542908120573,False,0.0
5,5,Random,2.7940783564263425,12.409328058844372,False,0.0
6,0,LLM,0.45,0.564508589179924,False,0.0
6,1,LLM,35.0,39.551618060174945,False,0.0
6,2,LLM,68.5,77.3500702168781,True,-8.850070216878095
6,3,Random,38.311863032562655,56.61577072928859,False,0.0
6,4,Random,15.275465313745991,19.264065598707337,False,0.0
6,5,Random,2.4475873709431055,84.11747144619733,False,0.0
7,0,LLM,73.0,91.37768422492283,True,-18.37768422492283
7,1,LLM,18.0,23.722506292270406,False,0.0
7,2,LLM,35.0,44.81924831822746,False,0.0
7,3,Random,56.90319554795321,63.77998063140823,False,0.0
7,4,Random,40.893213828351236,90.23430227313985,False,0.0
7,5,Random,1.4769731621114497,12.661520856523822,False,0.0
8,0,LLM,45.0,55.395161924408086,False,0.0
8,1,LLM,70.0,96.85239944790129,True,-26.85239944790129
8,2,LLM,54.0,60.91002318791362,False,0.0
8,3,Random,6.236157917162595,71.73040778848188,False,0.0
8,4,Random,38.61388547901256,77.49555999671644,False,0.0
8,5,Random,0.4465447689466352,50.711303736227244,False,0.0
9,0,LLM,14.49,28.985529906869512,False,0.0
9,1,LLM,54.0,59.037456913825345,True,-5.037456913825345
9,2,LLM,42.5,52.81792333857197,False,0.0
9,3,Random,14.48323770436351,34.32682793027196,False,0.0
9,4,Random,1.636345867862433,85.41716556500671,False,0.0
9,5,Random,5.687841270784597,36.299885808263156,False,0.0
10,0,LLM,35.0,48.35638880859033,False,0.0
10,1,LLM,64.5,76.15016181911767,False,0.0
10,2,LLM,70.5,81.38184927502465,True,-10.88184927502465
10,3,Random,2.6533141270086684,89.04569543890624,False,0.0
10,4,Random,28.170423970432175,65.15067326609667,False,0.0
10,5,Random,12.97294945655805,25.253291606751592,False,0.0
11,0,LLM,70.0,84.73725082277768,True,-14.737250822777682
11,1,LLM,68.5,90.92967860914605,False,0.0
11,2,LLM,60.5,71.47436398076238,False,0.0
11,3,Random,16.768612377207294,76.69579080335924,False,0.0
11,4,Random,19.124380585999457,51.35789722286815,False,0.0
11,5,Random,48.82968670651058,49.34819258874641,False,0.0
12,0,LLM,52.5,58.26845113501725,False,0.0
12,1,LLM,7.36,14.718865646585277,False,0.0
12,2,LLM,60.5,67.59756847124709,True,-7.097568471247087
12,3,Random,43.52832603615791,86.13410616424554,False,0.0
12,4,Random,14.037584477077429,16.47045839919584,False,0.0
12,5,Random,52.28214567678425,75.38770308729308,False,0.0
13,0,LLM,67.0,70.61820603607597,True,-3.618206036075975
13,1,LLM,0.0,12.100318609031834,False,0.0
13,2,LLM,4.5,5.0720324978788645,False,0.0
13,3,Random,1.579854869283205,59.53635341405692,False,0.0
13,4,Random,11.986967973164678,21.914663080812314,False,0.0
13,5,Random,11.725874510007149,30.985864642647364,False,0.0
14,0,LLM,58.5,62.11733908687608,False,0.0
14,1,LLM,58.5,65.08305207214754,False,0.0
14,2,LLM,68.5,74.87490901889821,True,-6.374909018898208
14,3,Random,11.29822231594932,56.821342823821496,False,0.0
14,4,Random,25.207999260924478,33.374072950847186,False,0.0
14,5,Random,0.5074145276938768,1.252727724286462,False,0.0
15,0,LLM,9.5,11.402992513415988,False,0.0
15,1,LLM,0.0,19.28283484433999,False,0.0
15,2,LLM,42.0,52.52832108667903,False,0.0
15,3,Random,46.79858832005093,72.01063081299326,True,-25.212042492942324
15,4,Random,9.078347300499047,20.914567294674224,False,0.0
15,5,Random,26.950362553780433,38.984503392022816,False,0.0
16,0,LLM,72.0,93.64167906644235,True,-21.64167906644235
16,1,LLM,28.0,40.060947595683594,False,0.0
16,2,LLM,64.5,71.32090415917072,False,0.0
16,3,Random,33.703779658738036,61.84843851752674,False,0.0
16,4,Random,11.62373314660001,65.97342762606756,False,0.0
16,5,Random,15.546491990921174,47.67109672333854,False,0.0
17,0,LLM,48.5,54.508783697242244,False,0.0
17,1,LLM,65.0,70.08343372138876,False,0.0
17,2,LLM,8.0,16.112705356908176,False,0.0
17,3,Random,17.6077798007829,79.87538611432622,False,0.0
17,4,Random,74.27087524404581,87.2876195275348,True,-13.01674428348899
17,5,Random,0.3464413165277203,4.710063334966708,False,0.0
18,0,LLM,9.906,19.812197934121865,False,0.0
18,1,LLM,0.0,24.879445997974926,False,0.0
18,2,LLM,4.72,9.43398478556513,False,0.0
18,3,Random,8.24849566677509,13.997922995482137,False,0.0
18,4,Random,52.61177018695632,64.14348713322558,True,-11.531716946269256
18,5,Random,10.351568471477162,12.300994434653967,False,0.0
19,0,LLM,3.34,6.680042808911191,False,0.0
19,1,LLM,71.5,94.58317215236272,True,-23.08317215236272
19,2,LLM,30.0,40.202163187307335,False,0.0
19,3,Random,43.75205395992075,54.05288817459849,False,0.0
19,4,Random,17.82040005760685,47.41255078502443,False,0.0
19,5,Random,21.211703963778437,34.366523247558604,False,0.0
20,0,LLM,22.71,45.421794447018485,False,0.0
20,1,LLM,0.0,19.42025617246439,False,0.0
20,2,LLM,52.0,57.97369245951253,True,-5.973692459512527
20,3,Random,0.16326078406770603,25.121837420585592,False,0.0
20,4,Random,1.3914420450637826,14.533077051074173,False,0.0
20,5,Random,2.337432034144421,20.868097862868073,False,0.0
21,0,LLM,20.5,41.27207478688186,False,0.0
21,1,LLM,68.5,93.03508400905017,False,0.0
21,2,LLM,53.5,59.78769009484884,False,0.0
21,3,Random,79.03202970697107,98.07662143491294,True,-19.044591727941864
21,4,Random,20.537462438164116,40.07854450402508,False,0.0
21,5,Random,1.8250492047622573,26.047316820708698,False,0.0
22,0,LLM,65.0,71.06729082386276,False,0.0
22,1,LLM,0.0,19.047913124896766,False,0.0
22,2,LLM,72.5,99.80638477753826,True,-27.306384777538256
22,3,Random,27.265286496417666,39.05421566545096,False,0.0
22,4,Random,13.461175763368418,27.140712740149908,False,0.0
22,5,Random,2.5669978083076614,27.12738424275072,False,0.0
23,0,LLM,15.22,30.446629254331093,False,0.0
23,1,LLM,71.5,93.6708845392588,False,0.0
23,2,LLM,74.5,99.21811656851912,True,-24.71811656851912
23,3,Random,19.0001554239025,55.8416651893541,False,0.0
23,4,Random,17.915666844831897,23.19777786929531,False,0.0
23,5,Random,0.9340326670895454,0.9740432006755118,False,0.0
24,0,LLM,4.0,7.999738469473949,False,0.0
24,1,LLM,0.0,29.79799333519656,False,0.0
24,2,LLM,57.5,64.2774423401214,True,-6.777442340121397
24,3,Random,9.738633748983334,62.63612734008412,False,0.0
24,4,Random,50.96239110113774,85.33313355359178,False,0.0
24,5,Random,8.844110009023227,82.10515572515622,False,0.0
25,0,LLM,17.63,35.26105532351125,False,0.0
25,1,LLM,55.0,67.38182745198503,False,0.0
25,2,LLM,35.55,44.433014119937575,False,0.0
25,3,Random,69.70503773434451,72.82081676302738,True,-3.1157790286828657
25,4,Random,9.336552170995715,18.427065688683207,False,0.0
25,5,Random,61.06307820526579,97.65140122453764,False,0.0
